,text,negative&positive,depression
8897,"rt markito0171 syria playlist of videos from chemical sarin gas attack on idlib khan sheikhoon town 04042017
httpstcoybok4dwmn1",[ 0.89185274  0.10814723],negative
8898,rt frantownsend horrific war crimes continue suspected syria gas attack kills dozens including children  middle east  stripes https,[ 0.89185274  0.10814723],negative
8899,we must hold realdonaldtrump accountable  several days after he announced his support for assadthis happened httpstcoriwvsswlbw,[ 0.40217167  0.59782839],positive
8900,rt frantownsend dozens killed in suspected gas attack on syria rebel area httpstcojlqyxxor5z via reuters,[ 0.89185274  0.10814723],negative
8901,we shouldnt just upset we  should help syria help try to help for childrenif u do somethings ur heart will happy httpstcot5ptsbanp1,[ 0.40217167  0.59782839],positive
8902,"chemical attack in the khansheikhan children among dead syria 
assad and iran regime crimes against humanity httpstcoayr1pqlroe",[ 0.49760315  0.50239688],positive
8903,"kampeas we shall see
btw netanyahu was awesome today on this syria chemicalweapons httpstcoo6cunviaf8",[ 0.05424302  0.94575697],positive
8904,rt cheeriogrrrl trump blames president obama for taking no action against syria  meanwhile he amp tillerson stand idly by wno comment,[ 0.89185274  0.10814723],negative
8905,rt michellemone totally heartbreaking uk have called for an emergency meeting of unsc idlib syria ukhouseoflords number10gov   http,[ 0.89185274  0.10814723],negative
8906,rt peterdaou obama isnt president the toughtalkers can show us how they respond to atrocities in syria httpstco1mz1mrsz5x,[ 0.89185274  0.10814723],negative
8907,rt statedept statement from potus on todays chemical attack in syria httpstcoekbniktmza,[ 0.89185274  0.10814723],negative
8908,"rt minoulechat5 can you help us by publishing this link to help raise awareness of the suffering in syria

syrie

assadgenocide

 http",[ 0.89185274  0.10814723],negative
8909,rt ajenglish ajplus this is how government officials reacted to the suspected chemical attack in syrias idlib httpstcooduvbi7d0s,[ 0.89185274  0.10814723],negative
8910,rt usembassysyria secretary tillerson the united states strongly condemns the chemical weapons attack in idlib province syria https,[ 0.89185274  0.10814723],negative
8911,rt sabi_haq im so upsetreading about the horrendous attack in syria it was once a beautiful place god ease the pain of the ppl pray,[ 0.89185274  0.10814723],negative
8912,rt joyce_karam tillerson statement here calls on russia and iran to convince assad to stop gassing his people syria httpstco2dily,[ 0.89185274  0.10814723],negative
8913,rt azeemwyne 18 graphicwarning a bloody day in syria 100 martyrs 400 infected children in raids with space rockets loaded with toxic s,[ 0.89185274  0.10814723],negative
8914,what the heck can this administration agree onnada ive heard spicer ampkelly present multiple views on syria in 1 week refugeeswelcome,[ 0.40217167  0.59782839],positive
8915,rt radiofreetom this revisionist history about obama being shut down by congress in syria is among the worst kinds of bullshit there is,[ 0.89185274  0.10814723],negative
8916,"rt matthewrycroft1 images coming out of idlib are among worst seen in 6 years of syria conflict

how many more children have to be po",[ 0.89185274  0.10814723],negative
8917,todays chemical attack in syria against innocent people including women and children is reprehensible syria humanity,[ 0.08062018  0.91937983],positive
8918,"rt revolutionsyria was not murdered by putin_assad chemical weapons 
but by putin_assad missiles salqin syria httpstcoyoalsfxgha",[ 0.89185274  0.10814723],negative
8919,rt rt_america breaking russia iran bear moral responsibility for syria chemical attack  state dept httpstcohxocwrc70i https,[ 0.89185274  0.10814723],negative
8920,"rt ramijarrah important full report of chemical massacre on idlib this morning syria 

httpstcowh5l1yk2mr",[ 0.89185274  0.10814723],negative
8921,rt apdiplowriter washington ap  tillerson calls on russia iran to make sure syrias assad doesnt launch chemical weapons attacks,[ 0.89185274  0.10814723],negative
8922,rt mba_althani_ arrived in brussels big day tomorrow as qatar cochairs intl meeting on syria we continue to strive for ceasefire amp,[ 0.89185274  0.10814723],negative
8923,rt irelanduncut syria trump httpstcocv9ceksujk,[ 0.89185274  0.10814723],negative
8924,"rt snhr snhr doc syrianregime amp russianforces killing 103 civilians inc 33 children amp 20 women untill this moment in tue apr 4
syria",[ 0.89185274  0.10814723],negative
8925,peace and today especially and with many thoughts peace to syria  ,[ 0.02115445  0.97884548],positive
8926,rt shepnewsteam realdonaldtrump blames assad and obamaadmin for attack in syria and tillerson says russia and iran bear great mo,[ 0.89185274  0.10814723],negative
8927,iran puppet assad has unleashed horror on syria the eu must not make a deal with him httpstcotox9fc8z8p,[ 0.39086604  0.60913396],positive
8928,please if you can donate to the white helmets ill be making a donation this friday syriacivildef syria whitehelmets,[ 0.02115445  0.97884548],positive
8929,teapainusa syria didnt august2013 fakenewsfeedsignorance obamas just kidding red line haunts hillary   httpstcorbi5ougtn5,[ 0.08062018  0.91937983],positive
8930,syria lets not forget that hillary clinton approved delivering libyas sarin gas to syrian rebels seymour hersh httpstco9ipvnm0a04,[ 0.36721578  0.63278425],positive
8931,"rt maytham956 terrorist mohammed alloush is not a gas expert he is just one of the participants in the crime
idlib syria httpstco",[ 0.89185274  0.10814723],negative
8932,brian_kurzweil realdonaldtrump nothingthe donald will do nothing on syria no matter how many kids die with t httpstcodyllaer1ck,[ 0.56579667  0.43420336],negative
8933,rt nia4_trump death toll in syria now reportedly over 100 in 2013 the us backed rebels used sarin gas as a falseflag in attempt to,[ 0.89185274  0.10814723],negative
8934,syria my thoughtsmy prayers are w everyone touched by this cowardly unfathomable act ,[ 0.36721578  0.63278425],positive
8935,rt johnkasich gov john kasich statement on the attack in syria httpstcorgxsijimxf,[ 0.89185274  0.10814723],negative
8936,rt jaketapper the time i asked obama if he ever second guessed his inaction in syria httpstco7ayp93zffz,[ 0.89185274  0.10814723],negative
8937,rt revolutionsyria looking for terrorists syria httpstco2rmrz9axjr,[ 0.89185274  0.10814723],negative
8938,"rt aynrandpaulryan realdonaldtrump whitehouse how is this tweet aging 45
tuesdaymotivation 
syria httpstcol2ftjdze4j",[ 0.89185274  0.10814723],negative
8939,rt timand2037 the save idlib campaign begins another cw false flag with fake doctor shajul islam dirty war on syria httpstcoui,[ 0.89185274  0.10814723],negative
8940,"only
       ultimated survival
yemen
stopsaudicrimes
un human rights
trump
usa
syria
cnn fox news sky bbc httpstcoe9yt5s2vvo",[ 0.20774333  0.79225659],positive
8941,"rt hamletgarcia17 children should never pay for the mistakes of adults syria     
realdonaldtrump revjjackson un usembassysyria bas",[ 0.89185274  0.10814723],negative
8942,"trump offers full support to putin coming bro 
what about syria chem attack ahh no upside 
trumprussia  httpstcowwloqzlnoa",[ 0.08062018  0.91937983],positive
8943,rt oulosp my article on what does not add up in the idlib chemical weapons attack  httpstcox9vojp9cns syria,[ 0.89185274  0.10814723],negative
8944,activists bringing out samples have been key to proving past syria regime cw attacks  andrewtabler on newshour,[ 0.37677622  0.62322378],positive
8945,rt peterdaou obama isnt president the toughtalkers can show us how they respond to atrocities in syria httpstco1mz1mrsz5x,[ 0.89185274  0.10814723],negative
8946,at least 58 people including 11 children under the age of 8 were killed in a chemical attack in idlib province in syria  russia assad,[ 0.37677622  0.62322378],positive
8947,our response is we have no response realdonaldtrump potus trump whitehouse wh maga alternativefacts httpstconzlilcan9r,[ 0.20774333  0.79225659],positive
8948,"rt snhr snhr doc syrianregime amp russianforces killing 103 civilians inc 33 children amp 20 women untill this moment in tue apr 4
syria",[ 0.89185274  0.10814723],negative
8949,rt senjohnmccain another vicious chemical attack in syria  how do the syrian people determine their own future while they are being sla,[ 0.89185274  0.10814723],negative
8950,adamkinzinger you are an apologist for republican lack of support of obama based on politics rather than on reality in syria,[ 0.37677622  0.62322378],positive
8951,rt randompundit sophiemcneill mrconnies absolutely horrifically evil if the rest of humanity is now willing tolerate in syria our mo,[ 0.89185274  0.10814723],negative
8952,repkinzinger full of a lot of shoulda coulda wouldahind sight is always easy way out greta fortherecord syria msnbc,[ 0.89185274  0.10814723],negative
8953,rt drmarcusp islamists in syria claim a chemical attack against them resulting in the west ignoring stpetersburgblast very convenient,[ 0.89185274  0.10814723],negative
8954,rt hazel_correa chemical attack ramps up washington debate on syria httpstcoftmxuyteqi via robbiegramer,[ 0.89185274  0.10814723],negative
8955,rt loca2733mc 45 suggested obama not attack syria in 2013 now wants to blame obama on syria youre administration decided to leave ass,[ 0.89185274  0.10814723],negative
8956,"rt jack62448376 jennrollins1002

cnnbrk redlines syria 2013 1400 killed by sarin amp the world allows assad to do it again httpst",[ 0.89185274  0.10814723],negative
8957,rt bonniekipperman seattletimes redlines syria will you show what assad did today with sarin gas 04042017 httpstco51tnczbwq1,[ 0.89185274  0.10814723],negative
8958,realdonaldtrump obama asked congress for authorization and they said no  resisttrump syria httpstcouj9vk7oqkp,[ 0.89185274  0.10814723],negative
8959,rt nia4_trump death toll in syria now reportedly over 100 in 2013 the us backed rebels used sarin gas as a falseflag in attempt to,[ 0.89185274  0.10814723],negative
8960,"rt shoebridgec new evidence adds to allegation that bbc syria school bomb report see above was likely an organised staged event
https",[ 0.89185274  0.10814723],negative
8961,"bivi_17

yvonneridley redlines syria treacherous morning children amp elderly were gassed by assad 04042017 httpstcob5zw5jnngy",[ 0.56579667  0.43420336],negative
8962,rt ronanltynan whitehelmets help after latest assad chemicalattack500000 dead in syria amp still doing nothing to stop slaughter http,[ 0.89185274  0.10814723],negative
8963,rt repkinzinger use of chemical weapons cannot be common place must have punishing strikes against assad regime talking syria w gre,[ 0.89185274  0.10814723],negative
8964,rt masoud_dalvand khameneii amp assad killing innocent kids in syria all world quiet idlib _ httpstcobvhotzpkkw,[ 0.89185274  0.10814723],negative
8965,rt tazimorocco it is time to fight because there is no other choice syria hama lattakia aleppo,[ 0.89185274  0.10814723],negative
8966,rt siyavoshkhorami i am sorry 4 all syrian peoplemy thought are with all u amp your family during these difficult times_ syria,[ 0.89185274  0.10814723],negative
